,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",101,"2,244",4.5%
2,京都,365,"9,653",3.8%
3,"大阪
※３","1,809","37,925",4.8%
4,"兵庫
※３、５",702,"14,018",5.0%
5,奈良,92,"3,491",2.6%
6,和歌山,64,"3,904",1.6%
7,鳥取,3,"1,456",0.2%
8,島根,24,"1,219",2.0%
9,岡山,25,"1,870",1.3%
10,"広島
※３",168,"7,657",2.2%
11,山口,37,"2,129",1.7%
12,"徳島
※３",5,848,0.6%
13,香川,28,"2,522",1.1%
14,愛媛,82,"2,575",3.2%
15,高知,74,"1,935",3.8%
16,"福岡
※３、４",838,"15,619",5.4%
17,"佐賀
※３",47,"1,600",2.9%
18,長崎,17,"3,136",0.5%
19,熊本,49,"4,178",1.2%
20,大分,60,"4,663",1.3%
21,宮崎,17,"1,525",1.1%
22,鹿児島,11,"2,494",0.4%
23,沖縄,142,"3,000",4.7%
24,"長崎船
※２
その他",149,-,-
25,合計,"17,723","360,948",4.9%
