,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",106,"2,742",3.9%
2,京都,447,"12,044",3.7%
3,"大阪
※３※６","2,045","46,112",4.4%
4,"兵庫
※３、４",738,"16,846",4.4%
5,奈良,123,"4,383",2.8%
6,和歌山,83,"4,556",1.8%
7,"鳥取
※３",5,"2,022",0.2%
8,島根,24,"1,286",1.9%
9,岡山,28,"2,046",1.4%
10,"広島
※３",179,"8,393",2.1%
11,山口,37,"2,675",1.4%
12,"徳島
※３",10,"1,200",0.8%
13,香川,29,"2,991",1.0%
14,愛媛,82,"2,678",3.1%
15,高知,75,"2,028",3.7%
16,福岡,922,"18,029",5.1%
17,"佐賀
※３",47,"1,703",2.8%
18,長崎,26,"4,071",0.6%
19,熊本,49,"4,456",1.1%
20,大分,60,"5,390",1.1%
21,宮崎,20,"1,701",1.2%
22,鹿児島,150,"6,949",2.2%
23,沖縄,148,"3,177",4.7%
24,"長崎船
※２
その他",149,-,-
25,合計,"21,798","477,290",4.6%
