,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",584,"14,575",4.0%
2,京都,"2,090","54,018",3.9%
3,"大阪
※3※5","13,316","245,639",5.4%
4,"※3※4※5
兵庫","3,363","70,648",4.8%
5,"奈良
※5",694,"25,498",2.7%
6,和歌山,280,"10,540",2.7%
7,"鳥取
※3",38,"5,786",0.7%
8,"島根
※5",141,"6,281",2.2%
9,"岡山
※4",315,"11,198",2.8%
10,"広島
※3",665,"28,303",2.3%
11,"山口
※4",223,"11,960",1.9%
12,"徳島
※3",164,"7,525",2.2%
13,"香川
※5",103,"13,845",0.7%
14,愛媛,116,"4,419",2.6%
15,高知,144,"3,661",3.9%
16,"※3※4※5
福岡","5,251","168,839",3.1%
17,"佐賀
※3",266,"7,429",3.6%
18,長崎,245,"23,180",1.1%
19,熊本,824,"19,986",4.1%
20,大分,159,"21,490",0.7%
21,宮崎,371,"8,803",4.2%
22,鹿児島,505,"23,128",2.2%
23,"沖縄
※3","3,435","60,235",5.7%
24,"長崎船
※2
その他",149,0,-
25,合計,"103,558","2,525,859",4.1%
