,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※5",501,"11,797",4.2%
2,京都,"1,739","41,975",4.1%
3,"大阪
※３※5","10,534","182,508",5.8%
4,"※3※4※5
兵庫","2,684","55,781",4.8%
5,"奈良
※5",568,"20,292",2.8%
6,和歌山,241,"9,256",2.6%
7,"鳥取
※３",36,"5,453",0.7%
8,"島根
※5",140,"5,734",2.4%
9,"岡山
※４",154,"8,110",1.9%
10,"広島
※３",548,"20,707",2.6%
11,"山口
※４",201,"9,714",2.1%
12,"徳島
※３",147,"6,884",2.1%
13,"香川
※5",93,"10,637",0.9%
14,愛媛,114,"4,060",2.8%
15,高知,138,"3,463",4.0%
16,"福岡
※４※5","5,028","130,848",3.8%
17,"佐賀
※３",245,"5,935",4.1%
18,長崎,236,"18,248",1.3%
19,熊本,573,"16,349",3.5%
20,大分,158,"16,725",0.9%
21,宮崎,344,"8,572",4.0%
22,鹿児島,415,"18,871",2.2%
23,"沖縄
※３","2,460","38,566",6.4%
24,"長崎船
※２
その他",149,0,-
25,合計,"82,053","1,870,073",4.4%
