,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",103,"2,566",4.0%
2,京都,404,"11,133",3.6%
3,"大阪
※３","1,905","43,972",4.3%
4,"兵庫
※３、４",716,"15,792",4.5%
5,奈良,98,"3,943",2.5%
6,和歌山,64,"4,077",1.6%
7,"鳥取
※３",4,"1,848",0.2%
8,島根,24,"1,263",1.9%
9,岡山,28,"1,999",1.4%
10,"広島
※３",171,"8,025",2.1%
11,山口,37,"2,533",1.5%
12,"徳島
※３",9,973,0.9%
13,香川,28,"2,842",1.0%
14,愛媛,82,"2,645",3.1%
15,高知,74,"1,998",3.7%
16,福岡,878,"17,041",5.2%
17,"佐賀
※３",47,"1,677",2.8%
18,長崎,18,"3,489",0.5%
19,熊本,49,"4,381",1.1%
20,大分,60,"5,131",1.2%
21,宮崎,18,"1,624",1.1%
22,鹿児島,110,"4,237",2.6%
23,沖縄,142,"3,047",4.7%
24,"長崎船
※２
その他",149,-,-
25,合計,"19,816","430,047",4.6%
