,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5","1,013","35,521",2.9%
2,京都,"4,105","87,310",4.7%
3,"大阪
※3※5","28,395","436,421",6.5%
4,"※3※4※5
兵庫","8,757","129,557",6.8%
5,"奈良
※5","1,812","46,358",3.9%
6,和歌山,591,"16,086",3.7%
7,"鳥取
※3※4",79,"23,024",0.3%
8,"島根
※5",190,"9,344",2.0%
9,"岡山
※4","1,217","31,723",3.8%
10,"広島
※3","2,680","65,962",4.1%
11,"山口
※4",503,"26,760",1.9%
12,"徳島
※3",195,"14,665",1.3%
13,"香川
※5",265,"22,320",1.2%
14,愛媛,398,"12,026",3.3%
15,高知,604,"5,592",10.8%
16,"※3※4※5
福岡","7,852","252,163",3.1%
17,"佐賀
※3",439,"14,468",3.0%
18,⾧崎,457,"37,041",1.2%
19,熊本,"1,613","32,961",4.9%
20,大分,603,"40,026",1.5%
21,宮崎,695,"12,114",5.7%
22,鹿児島,920,"36,020",2.6%
23,"沖縄
※3","5,133","86,213",6.0%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"211,705","4,282,302",4.9%
