,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",514,"12,837",4.0%
2,京都,"1,809","45,380",4.0%
3,"大阪
※3※5","11,154","201,310",5.5%
4,"※3※4※5
兵庫","2,893","60,792",4.8%
5,"奈良
※5",599,"21,963",2.7%
6,和歌山,249,"9,683",2.6%
7,"鳥取
※3",36,"5,528",0.7%
8,"島根
※5",140,"5,930",2.4%
9,"岡山
※4",163,"8,654",1.9%
10,"広島
※3",627,"22,098",2.8%
11,"山口
※4",209,"10,628",2.0%
12,"徳島
※3",149,"7,085",2.1%
13,"香川
※5",94,"11,526",0.8%
14,愛媛,115,"4,175",2.8%
15,高知,139,"3,540",3.9%
16,"※3※4※5
福岡","5,101","143,502",3.6%
17,"佐賀
※3",248,"6,282",3.9%
18,長崎,239,"19,903",1.2%
19,熊本,690,"17,694",3.9%
20,大分,158,"18,138",0.9%
21,宮崎,344,"8,656",4.0%
22,鹿児島,447,"20,254",2.2%
23,"沖縄
※3","2,740","44,353",6.2%
24,"長崎船
※2
その他",149,0,-
25,合計,"88,288","2,068,353",4.3%
