,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",179,"4,452",4.0%
2,京都,758,"17,749",4.3%
3,"大阪
※３※６","4,252","72,661",5.9%
4,"兵庫
※３,４,6","1,220","26,627",4.6%
5,"奈良
※６",256,"8,733",2.9%
6,和歌山,163,"6,274",2.6%
7,"鳥取
※３",16,"2,940",0.5%
8,"島根
※６",29,"2,940",1.0%
9,岡山,86,"3,046",2.8%
10,"広島
※３",329,"11,610",2.8%
11,山口,58,"3,929",1.5%
12,"徳島
※３",26,"1,882",1.4%
13,"香川
※６",46,"4,779",1.0%
14,愛媛,92,"3,022",3.0%
15,高知,80,"2,269",3.5%
16,福岡,"1,756","24,697",7.1%
17,"佐賀
※３",90,"2,491",3.6%
18,長崎,89,"6,830",1.3%
19,熊本,217,"6,008",3.6%
20,大分,68,"6,881",1.0%
21,宮崎,121,"4,431",2.7%
22,鹿児島,252,"10,790",2.3%
23,"沖縄
※３",453,"8,338",5.4%
24,"長崎船
※２
その他",149,-,-
25,合計,"36,081","714,089",5.1%
