,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,390","65,584",3.6%
2,"青森
※3",39,"2,619",1.5%
3,"※3※4※5
岩手",24,"4,682",0.5%
4,"宮城
※3※5",491,"11,617",4.2%
5,秋田,59,"2,349",2.5%
6,山形,81,"5,298",1.5%
7,"福島
※3",319,"23,265",1.4%
8,茨城,710,"13,060",5.4%
9,"栃木
※3※5",444,"33,555",1.3%
10,"群馬
※3※5",763,"25,367",3.0%
11,"埼玉
※4","5,131","157,456",3.3%
12,千葉,"4,346","106,437",4.1%
13,"東京
※1","27,959","515,503",5.4%
14,神奈川,"7,591","172,457",4.4%
15,"新潟
※3※5",179,"16,452",1.1%
16,"富山
※3※5",422,"13,531",3.1%
17,"石川
※3",782,"14,607",5.4%
18,"福井
※3",249,"10,254",2.4%
19,"山梨
※3",197,"11,057",1.8%
20,"長野
※3※5",320,"20,367",1.6%
21,"岐阜
※5",636,"24,420",2.6%
22,"静岡
※3※4",567,"37,931",1.5%
23,"※3※4※5
愛知","5,557","85,912",6.5%
24,"三重
※3",542,"14,328",3.8%
