,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",346,"7,216",4.8%
2,京都,"1,119","24,839",4.5%
3,"大阪
※３※６","6,916","105,926",6.5%
4,"兵庫
※３,４,6","1,900","36,336",5.2%
5,"奈良
※６",403,"11,572",3.5%
6,和歌山,198,"7,395",2.7%
7,"鳥取
※３",21,"4,316",0.5%
8,"島根
※６",132,"4,211",3.1%
9,岡山,126,"3,836",3.3%
10,"広島
※３",437,"16,148",2.7%
11,山口,83,"5,050",1.6%
12,"徳島
※３",91,"3,936",2.3%
13,"香川
※６",65,"6,505",1.0%
14,愛媛,110,"3,431",3.2%
15,高知,103,"2,609",3.9%
16,福岡,"3,633","35,054",10.4%
17,"佐賀
※３",198,"3,983",5.0%
18,長崎,185,"10,783",1.7%
19,熊本,412,"9,237",4.5%
20,大分,113,"9,222",1.2%
21,宮崎,267,"6,956",3.8%
22,鹿児島,328,"13,337",2.5%
23,"沖縄
※３","1,656","18,502",9.0%
24,"長崎船
※２
その他",149,0,-
25,合計,"55,958","1,067,156",5.2%
