,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,163","17,390",6.7%
2,"青森
※３",27,910,3.0%
3,"岩手
※３",0,776,0.0%
4,"宮城
※３",88,"3,291",2.7%
5,秋田,16,962,1.7%
6,山形,69,"2,479",2.8%
7,"福島
※３",81,"5,563",1.5%
8,茨城,168,"5,005",3.4%
9,"栃木
※３",66,"5,501",1.2%
10,"群馬
※３",151,"4,349",3.5%
11,埼玉,"1,021","26,670",3.8%
12,千葉,919,"16,476",5.6%
13,"東京
※１","5,544","16,351",33.9%
14,神奈川,"1,402","11,129",12.6%
15,"新潟
※３",83,"4,553",1.8%
16,富山,227,"3,642",6.2%
17,"石川
※３",299,"2,838",10.5%
18,"福井
※３",122,"3,028",4.0%
19,"山梨
※３",69,"4,728",1.5%
20,"長野
※３",76,"3,015",2.5%
21,岐阜,153,"4,237",3.6%
22,静岡,77,"3,671",2.1%
23,愛知,513,"11,171",4.6%
24,"三重
※３",45,"2,632",1.7%
