,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",101,"2,340",4.3%
2,京都,366,"9,896",3.7%
3,"大阪
※３","1,814","39,556",4.6%
4,"兵庫
※３、５",705,"14,637",4.8%
5,奈良,92,"3,760",2.4%
6,和歌山,64,"3,962",1.6%
7,鳥取,3,"1,471",0.2%
8,島根,24,"1,238",1.9%
9,岡山,26,"1,906",1.4%
10,"広島
※３",168,"7,744",2.2%
11,山口,37,"2,240",1.7%
12,"徳島
※３",6,869,0.7%
13,香川,28,"2,636",1.1%
14,愛媛,82,"2,586",3.2%
15,高知,74,"1,958",3.8%
16,"福岡
※３、４",844,"15,995",5.3%
17,"佐賀
※３",47,"1,611",2.9%
18,長崎,17,"3,177",0.5%
19,熊本,49,"4,234",1.2%
20,大分,60,"4,803",1.2%
21,宮崎,17,"1,549",1.1%
22,鹿児島,11,"2,561",0.4%
23,沖縄,142,"3,012",4.7%
24,"長崎船
※２
その他",149,-,-
25,合計,"18,069","378,673",4.8%
