,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,323","24,496",5.4%
2,"青森
※３",30,"1,201",2.5%
3,"岩手
※３※６",0,"1,224",0.0%
4,"宮城
※３",126,"4,914",2.6%
5,秋田,16,"1,032",1.6%
6,山形,75,"2,772",2.7%
7,"福島
※３",84,"8,368",1.0%
8,茨城,215,"6,066",3.5%
9,"栃木
※３",112,"10,326",1.1%
10,"群馬
※３※６",166,"6,443",2.6%
11,埼玉,"1,668","50,480",3.3%
12,千葉,"1,223","21,977",5.6%
13,"東京
※１※３","8,933","134,889",6.6%
14,神奈川,"1,919","15,233",12.6%
15,"新潟
※３",89,"5,578",1.6%
16,"富山
※６",230,"4,533",5.1%
17,"石川
※３",301,"2,983",10.1%
18,"福井
※３",126,"3,844",3.3%
19,"山梨
※３",77,"6,427",1.2%
20,"長野
※３※６",83,"5,055",1.6%
21,"岐阜
※６",172,"6,398",2.7%
22,"静岡
※３、５",102,"9,608",1.1%
23,愛知,569,"14,781",3.8%
24,"三重
※３",55,"3,227",1.7%
