,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"12,197","212,225",5.7%
2,"青森
※3",390,"8,660",4.5%
3,"※3※4※5
岩手",335,"12,971",2.6%
4,"宮城
※3※5","1,753","23,759",7.4%
5,秋田,95,"3,878",2.4%
6,山形,302,"9,487",3.2%
7,"福島
※3",732,"49,610",1.5%
8,茨城,"2,133","18,137",11.8%
9,"栃木
※3※5","1,022","66,091",1.5%
10,"群馬
※3※5","1,933","46,260",4.2%
11,"埼玉
※4","11,675","281,001",4.2%
12,千葉,"9,055","204,487",4.4%
13,"東京
※1","51,446","901,556",5.7%
14,神奈川,"16,852","311,376",5.4%
15,"新潟
※3※5",440,"25,739",1.7%
16,"富山
※3※5",492,"19,756",2.5%
17,"石川
※3",960,"26,887",3.6%
18,"福井
※3",337,"17,490",1.9%
19,"山梨
※3",467,"14,278",3.3%
20,"⾧野
※3※5","1,046","40,462",2.6%
21,"岐阜
※5","1,731","56,477",3.1%
22,"静岡
※3※4","2,354","74,303",3.2%
23,"※3※4※5
愛知","13,967","170,726",8.2%
24,"三重
※3","1,144","26,913",4.3%
