,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"7,163","128,775",5.6%
2,"青森
※3",281,"6,373",4.4%
3,"※3※4※5
岩手",137,"7,787",1.8%
4,"宮城
※3※5","1,100","18,124",6.1%
5,秋田,74,"3,155",2.3%
6,山形,109,"7,236",1.5%
7,"福島
※3",478,"37,883",1.3%
8,茨城,"1,284","15,503",8.3%
9,"栃木
※3※5",573,"51,197",1.1%
10,"群馬
※3※5","1,045","34,203",3.1%
11,"埼玉
※4","7,704","217,890",3.5%
12,千葉,"6,447","155,589",4.1%
13,"東京
※1","38,022","707,444",5.4%
14,神奈川,"11,414","234,414",4.9%
15,"新潟
※3※5",313,"21,125",1.5%
16,"富山
※3※5",446,"16,124",2.8%
17,"石川
※3",835,"20,711",4.0%
18,"福井
※3",303,"13,642",2.2%
19,"山梨
※3",298,"12,801",2.3%
20,"⾧野
※3※5",618,"27,741",2.2%
21,"岐阜
※5",932,"31,534",3.0%
22,"静岡
※3※4","1,111","51,416",2.2%
23,"※3※4※5
愛知","8,819","125,338",7.0%
24,"三重
※3",732,"18,271",4.0%
