,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",331,"6,863",4.8%
2,京都,"1,061","23,577",4.5%
3,"大阪
※３※６","6,698","103,356",6.5%
4,"兵庫
※３,４,6","1,810","35,200",5.1%
5,"奈良
※６",369,"11,572",3.2%
6,和歌山,194,"7,291",2.7%
7,"鳥取
※３",21,"4,286",0.5%
8,"島根
※６",132,"4,161",3.2%
9,岡山,125,"3,786",3.3%
10,"広島
※３",433,"15,725",2.8%
11,山口,82,"4,978",1.6%
12,"徳島
※３",86,"3,554",2.4%
13,"香川
※６",62,"6,293",1.0%
14,愛媛,110,"3,416",3.2%
15,高知,97,"2,465",3.9%
16,福岡,"3,484","34,012",10.2%
17,"佐賀
※３",190,"3,893",4.9%
18,⾧崎,184,"10,571",1.7%
19,熊本,392,"8,826",4.4%
20,大分,97,"8,863",1.1%
21,宮崎,256,"6,761",3.8%
22,鹿児島,281,"13,001",2.2%
23,"沖縄
※３","1,558","16,561",9.4%
24,"⾧崎船
※２
その他",149,0,-
25,合計,"54,002","1,033,883",5.2%
