,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",918,"33,083",2.8%
2,京都,"3,559","79,776",4.5%
3,"大阪
※3※5","26,787","410,181",6.5%
4,"※3※4※5
兵庫","7,973","121,583",6.6%
5,"奈良
※5","1,628","41,712",3.9%
6,和歌山,573,"15,681",3.7%
7,"鳥取
※3※4",68,"21,073",0.3%
8,"島根
※5",179,"8,556",2.1%
9,"岡山
※4",971,"27,231",3.6%
10,"広島
※3","2,108","56,843",3.7%
11,"山口
※4",458,"24,734",1.9%
12,"徳島
※3",189,"14,249",1.3%
13,"香川
※5",206,"20,498",1.0%
14,愛媛,374,"10,840",3.5%
15,高知,478,"5,222",9.2%
16,"※3※4※5
福岡","7,135","238,294",3.0%
17,"佐賀
※3",409,"13,199",3.1%
18,⾧崎,352,"32,305",1.1%
19,熊本,"1,382","29,520",4.7%
20,大分,566,"37,141",1.5%
21,宮崎,658,"11,569",5.7%
22,鹿児島,868,"33,826",2.6%
23,"沖縄
※3","4,946","83,408",5.9%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"194,139","3,987,229",4.9%
