,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",423,"8,342",5.1%
2,京都,"1,343","28,882",4.6%
3,"大阪
※３※６","8,139","125,959",6.5%
4,"兵庫
※３,４,6","2,159","41,591",5.2%
5,"奈良
※６",502,"12,972",3.9%
6,和歌山,228,"8,409",2.7%
7,"鳥取
※３",22,"4,502",0.5%
8,"島根
※６",137,"4,681",2.9%
9,岡山,142,"5,880",2.4%
10,"広島
※３",452,"17,150",2.6%
11,山口,135,"5,962",2.3%
12,"徳島
※３",119,"5,107",2.3%
13,"香川
※６",74,"7,369",1.0%
14,愛媛,114,"3,726",3.1%
15,高知,118,"2,804",4.2%
16,福岡,"4,222","38,625",10.9%
17,"佐賀
※３",227,"4,663",4.9%
18,長崎,205,"13,119",1.6%
19,熊本,482,"10,563",4.6%
20,大分,143,"11,368",1.3%
21,宮崎,325,"7,800",4.2%
22,鹿児島,349,"14,714",2.4%
23,"沖縄
※３","1,977","23,690",8.3%
24,"長崎船
※２
その他",149,0,-
25,合計,"63,901","1,237,921",5.2%
