,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",730,"25,024",2.9%
2,京都,"2,409","60,062",4.0%
3,"大阪
※3※5","17,159","292,105",5.9%
4,"※3※4※5
兵庫","4,485","83,625",5.4%
5,"奈良
※5",975,"29,663",3.3%
6,和歌山,379,"12,054",3.1%
7,"鳥取
※3",53,"6,197",0.9%
8,"島根
※5",142,"6,498",2.2%
9,"岡山
※4",485,"17,220",2.8%
10,"広島
※3",736,"31,670",2.3%
11,"山口
※4",343,"13,795",2.5%
12,"徳島
※3",178,"7,724",2.3%
13,"香川
※5",129,"15,802",0.8%
14,愛媛,186,"5,240",3.5%
15,高知,146,"3,704",3.9%
16,"※3※4※5
福岡","5,513","189,078",2.9%
17,"佐賀
※3",293,"8,789",3.3%
18,長崎,254,"25,667",1.0%
19,熊本,951,"22,677",4.2%
20,大分,209,"24,933",0.8%
21,宮崎,414,"8,918",4.6%
22,鹿児島,592,"25,683",2.3%
23,"沖縄
※3","3,967","67,188",5.9%
24,"長崎船
※2
その他",149,0,-
25,合計,"128,750","2,936,501",4.4%
