,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5","1,087","36,012",3.0%
2,京都,"4,105","87,310",4.7%
3,"大阪
※3※5","28,927","446,674",6.5%
4,"※3※4※5
兵庫","9,163","132,820",6.9%
5,"奈良
※5","1,882","46,358",4.1%
6,和歌山,594,"16,235",3.7%
7,"鳥取
※3※4",87,"23,190",0.4%
8,"島根
※5",202,"9,344",2.2%
9,"岡山
※4","1,266","31,723",4.0%
10,"広島
※3","2,925","65,962",4.4%
11,"山口
※4",524,"26,760",2.0%
12,"徳島
※3",195,"14,949",1.3%
13,"香川
※5",282,"23,175",1.2%
14,愛媛,415,"12,107",3.4%
15,高知,626,"5,727",10.9%
16,"※3※4※5
福岡","8,155","255,221",3.2%
17,"佐賀
※3",445,"14,579",3.1%
18,長崎,457,"37,729",1.2%
19,熊本,"1,669","33,475",5.0%
20,大分,620,"40,661",1.5%
21,宮崎,710,"12,114",5.9%
22,鹿児島,946,"36,020",2.6%
23,"沖縄
※3","5,199","86,755",6.0%
24,"長崎船
※2
その他",149,0,-
25,合計,"218,374","4,326,942",5.0%
