,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,769","43,478",4.1%
2,"青森
※３",35,"1,982",1.8%
3,"岩手
※３※６",19,"2,900",0.7%
4,"宮城
※３",203,"7,721",2.6%
5,秋田,49,"1,749",2.8%
6,山形,78,"3,100",2.5%
7,"福島
※３",158,"14,522",1.1%
8,茨城,544,"10,496",5.2%
9,"栃木
※３",303,"22,112",1.4%
10,"群馬
※３※６",437,"14,090",3.1%
11,埼玉,"3,904","104,313",3.7%
12,千葉,"3,033","54,796",5.5%
13,"東京
※１","20,717","316,316",6.5%
14,神奈川,"4,912","110,988",4.4%
15,"新潟
※６",142,"12,621",1.1%
16,"富山
※６",385,"7,417",5.2%
17,"石川
※３",624,"7,933",7.9%
18,"福井
※３",211,"7,658",2.8%
19,"山梨
※３",172,"9,415",1.8%
20,"長野
※３※６",249,"13,898",1.8%
21,"岐阜
※６",555,"17,900",3.1%
22,"静岡
※３、５",478,"24,082",2.0%
23,愛知,"4,457","52,636",8.5%
24,"三重
※３",365,"9,576",3.8%
