,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",796,"28,288",2.8%
2,京都,"2,693","67,261",4.0%
3,"大阪
※3※5","21,018","334,185",6.3%
4,"※3※4※5
兵庫","5,749","98,300",5.8%
5,"奈良
※5","1,190","33,927",3.5%
6,和歌山,471,"13,692",3.4%
7,"鳥取
※3※4",60,"17,317",0.3%
8,"島根
※5",148,"6,772",2.2%
9,"岡山
※4",619,"19,205",3.2%
10,"広島
※3",872,"35,884",2.4%
11,"山口
※4",398,"19,028",2.1%
12,"徳島
※3",181,"7,839",2.3%
13,"香川
※5",148,"17,450",0.8%
14,愛媛,327,"7,273",4.5%
15,高知,165,"3,806",4.3%
16,"※3※4※5
福岡","5,901","204,387",2.9%
17,"佐賀
※3",325,"9,931",3.3%
18,⾧崎,273,"27,465",1.0%
19,熊本,"1,045","24,408",4.3%
20,大分,324,"28,476",1.1%
21,宮崎,521,"9,975",5.2%
22,鹿児島,629,"27,755",2.3%
23,"沖縄
※3","4,398","74,039",5.9%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"151,263","3,300,402",4.6%
