,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"8,526","147,128",5.8%
2,"青森
※3",287,"6,569",4.4%
3,"※3※4※5
岩手",191,"9,286",2.1%
4,"宮城
※3※5","1,195","18,794",6.4%
5,秋田,90,"3,500",2.6%
6,山形,133,"7,460",1.8%
7,"福島
※3",499,"39,593",1.3%
8,茨城,"1,539","16,407",9.4%
9,"栃木
※3※5",634,"53,517",1.2%
10,"群馬
※3※5","1,195","35,486",3.4%
11,"埼玉
※4","8,361","231,105",3.6%
12,千葉,"6,939","161,979",4.3%
13,"東京
※1","40,628","750,084",5.4%
14,神奈川,"12,478","249,352",5.0%
15,"新潟
※3※5",331,"22,161",1.5%
16,"富山
※3※5",458,"16,966",2.7%
17,"石川
※3",850,"21,885",3.9%
18,"福井
※3",314,"14,643",2.1%
19,"山梨
※3",336,"13,459",2.5%
20,"⾧野
※3※5",703,"30,587",2.3%
21,"岐阜
※5","1,055","33,458",3.2%
22,"静岡
※3※4","1,447","55,546",2.6%
23,"※3※4※5
愛知","9,849","135,512",7.3%
24,"三重
※3",844,"19,848",4.3%
