,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,378","65,059",3.7%
2,"青森
※3",39,"2,613",1.5%
3,"※3※4※5
岩手",24,"4,676",0.5%
4,"宮城
※3※5",486,"11,525",4.2%
5,秋田,59,"2,336",2.5%
6,山形,81,"5,294",1.5%
7,"福島
※3",317,"23,132",1.4%
8,茨城,710,"12,963",5.5%
9,"栃木
※3※5",444,"33,493",1.3%
10,"群馬
※3※5",761,"24,875",3.1%
11,"埼玉
※4","5,100","155,260",3.3%
12,千葉,"4,322","106,036",4.1%
13,"東京
※1","27,793","510,031",5.4%
14,神奈川,"7,537","171,238",4.4%
15,"新潟
※3※5",179,"16,303",1.1%
16,"富山
※3※5",422,"13,428",3.1%
17,"石川
※3",780,"14,400",5.4%
18,"福井
※3",249,"10,203",2.4%
19,"山梨
※3",197,"11,030",1.8%
20,"長野
※3※5",320,"20,176",1.6%
21,"岐阜
※5",635,"24,152",2.6%
22,"静岡
※3※4",567,"37,686",1.5%
23,"※3※4※5
愛知","5,539","84,673",6.5%
24,"三重
※3",538,"14,179",3.8%
